id,name,city,display_address,google_place_id,latitude,longitude,price_point,primary_type,website
100523,Yasu Omakase,Miami,null,ChIJVUU62g2x2YgRSt7Xfb_-sD8,25.8144063,-80.1920834,high,restaurant,http://yasu-miami.com/
43858,SAGA,New York City,"70 Pine Street 63rd Floor, New York",ChIJZZlClEZbwokRZj-0-fE25tk,40.7065047,-74.0077715,high,fine_dining_restaurant,https://www.saga-nyc.com
68435,Citrin Restaurant,Los Angeles,"1104 Wilshire Blvd Suite A, Santa Monica, CA 90401",ChIJB1gJrcelwoARTqn5Yh3E57s,34.0244252,-118.4913200,high,restaurant,https://www.citrinandmelisse.com/
72224,Emeril's - New Orleans,New Orleans,"800 Tchoupitoulas St, New Orleans, LA 70130",ChIJp6mGj3GmIIYRfS0qjpoGsmo,29.9446197,-90.0672925,high,contemporary_louisiana_restaurant,http://emerilsrestaurant.com/
39896,L'Artusi Supper Club,New York City,"105 Christopher St, New York, NY 10014",ChIJ69wzjklZwokRv1YuMukRVOA,40.7334635,-74.0050225,null,event_venue,http://lartusi.com/ticketed-events
5222,The Grill,New York City,null,ChIJ8UxZqPxYwokRQSC7-Qoeea0,40.7586374,-73.9732412,high,fine_dining_restaurant,https://thegrillnewyork.com
40676,Manchamanteles,Chicago,"2009 N Western Ave, Chicago, IL 60647",ChIJO1fdzAXTD4gR6Ucv4Q_C9Jw,41.9178976,-87.6871085,medium,mexican_restaurant,http://manchamantelesrestaurant.com
73878,Redbird,Los Angeles,"114 E 2nd St, Los Angeles, CA 90012",ChIJv4yVGknGwoARC_5zwy3zU5M,34.0505620,-118.2440748,medium,new_american_restaurant,http://www.redbird.la
95526,WAKUDA,Las Vegas,"3325 S Las Vegas Blvd #1790, Las Vegas, NV 89109",ChIJJaE220TFyIARTHBUT5fSnfA,36.1247347,-115.1691024,high,restaurant,https://www.wakudajapanese.com/location/wakuda-las-vegas/
71959,New Heights Restaurant,"Washington, DC","2317 Calvert St NW, Washington, DC 20008",ChIJO_4WddS3t4kRJY1U7aZhQLQ,38.9237089,-77.0522596,medium,american_restaurant,http://www.newheightsrestaurant.com
22266,Mamma Maria,Boston,"3 North Sq, Boston, MA 02113",ChIJVbrdD4lw44kRdZLKJo0e02o,42.3640900,-71.0533000,high,italian_restaurant,http://www.mammamaria.com
3648,Basso by PXK,New York City,"11 King St, Chappaqua, NY 10514",ChIJoxhV4_dYwokRXZiebAzYAnY,41.1595504,-73.7730896,unknown,italian_restaurant,null
71344,Zuma Miami,Miami,"270 Biscayne Blvd Way, Miami, FL 33131",ChIJlWF1Gp222YgRN3OMvZ0lWWA,25.7704336,-80.1892854,high,japanese_restaurant,https://www.zumarestaurant.com/en/miami?utm_source=InfoButtonClick&utm_medium=Home&utm_campaign=GoogleBusinessProfile
95722,Jeju Restaurant,"Portland, OR","626 SE Main St, Portland, OR 97214",ChIJKVDd_PULlVQR7irbVYO80is,45.5135650,-122.6592454,medium,korean_restaurant,https://jejupdx.com/
97372,Copine,Seattle,"6460 24th Ave NW, Seattle, WA 98107, United States",ChIJu-q9V9AVkFQRBXOOMahzKeo,47.6756873,-122.3872603,high,new_american_restaurant,http://copineseattle.com/
44038,Centurion New York,New York City,"1 Vanderbilt Ave, New York, NY 10017",ChIJmxOl6dpZwokRCxD86jCgBfk,40.7530825,-73.9786543,high,bar,null
107914,Koshu Club,Atlanta,"99 W Paces Ferry Rd NW Suite A, Atlanta, GA 30305",ChIJfxKcMU8F9YgRoB6aAZBMqPA,33.8412097,-84.3832428,null,restaurant,https://www.koshuclubatl.com/
108741,The Bastion,Nashville,"434 Houston St STE 110, Nashville, TN 37203",ChIJQxJw-JwDtoUuV8SmVrLWM_1,36.1429583,-86.7667909,high,restaurant,http://www.bastionnashville.com
99704,Emmett,Philadelphia,"161 W Girard Ave, Philadelphia, PA 19122",ChIJGf3zYyzGxokRyJXHN6zBMrg,39.9694597,-75.1383144,high,mediterranean_restaurant,https://www.emmettphilly.com/
108773,noodle in a haystack,San Francisco Bay Area,"4601 Geary Blvd, San Francisco, CA 94118",ChIJKnQog2xWKZ2_0NPb71rlStv,37.7802306,-122.4684845,high,japanese_restaurant,http://noodleinhaystack.com
41750,Asador Bastian,Chicago,"214 West Erie Street, River North, Chicago, IL",ChIJk8Z5cdstDogRdMPc0yBZB5M,41.8942298,-87.6347690,high,basque_restaurant,https://www.asadorbastian.com/
40372,Le Pavillon,New York City,"1 Vanderbilt Avenue, New York, NY 10017",ChIJjcAJd-tZwokRJ0GkkJ2Urp0,40.7524779,-73.9782630,high,french_restaurant,http://lepavillonnyc.com
40370,Rasika Penn Quarter,"Washington, DC","633 D St NW, Washington, DC 20004",ChIJJbjP-o-3t4kRpnr_gpNc4pE,38.8950011,-77.0213393,medium,indian_restaurant,https://www.rasikarestaurant.com/
10628,Llama San,New York City,"359 6th Ave, New York, NY 10014",ChIJ8youq41ZwokRqnnXghN1DIs,40.7322500,-74.0007800,null,restaurant,https://llamasannyc.com
95767,Luna By Giada,Phoenix,"4747 N Goldwater Blvd, Scottsdale, AZ 85251, United States",ChIJkYQ9LCILK4cRwKmBAxF-Jhk,33.5055742,-111.9293744,high,italian_restaurant,https://www.lunabygiadascottsdale.com/
73947,Vespertine,Los Angeles,"3599 Hayden Ave, Culver City, CA 90232",ChIJVd04SYW5woAROE52K0dXeYE,34.0241968,-118.3818786,high,fine_dining_restaurant,https://vespertine.la/
101093,Osteria Mozza DC,"Washington, DC","3276 M St NW, Washington, DC 20007, USA",ChIJQ61PEpm3t4kRTWJXu3qmIIw,38.9047606,-77.0651934,high,restaurant,https://osteriamozzadc.com/
74017,Fabrik Austin,Austin,"1701 E Martin Luther King Jr Blvd Suite 102, Austin, TX 78702",ChIJv-uDeMq1RIYRvxi1IOQLRj4,30.2793410,-97.7230195,high,vegan_restaurant,http://fabrikatx.com
108716,The AVIV,Miami,"2341 Collins Ave, Miami Beach, FL 33139",ChIJU0_IiQ8kHM97WSTzQx5Cpeb,25.7999887,-80.1273551,high,israeli_restaurant,https://www.avivsb.com/
39708,Potluck Club,New York City,"133 Chrystie St, New York, NY 10002",ChIJ7yN3d6tZwokRATR9U3lAqLg,40.7196020,-73.9935919,low,chinese_restaurant,http://thepotluckclubny.com
99073,Sao,Philadelphia,"1710 E Passyunk Ave, Philadelphia, PA 19147",ChIJ79vxrxvGxokRlO8fCh9Xtds,39.9284810,-75.1653571,high,southeast_asian_restaurant,null
103302,Hawksmoor Chicago,Chicago,"500 N La Salle Dr, Chicago, IL 60654",ChIJ1W8bZAotDogRz5PYLjgokLU,41.8909552,-87.6330204,high,steak_house,https://thehawksmoor.com/us/chicago
99549,Shmoné Wine,New York City,null,ChIJ5eQtHWZZwokRHoU7Tau8axs,40.7336022,-73.9991908,null,wine_bar,https://www.shmonenyc.com/shmonewine
107546,Zero Bond,New York City,"0 Bond St, New York, NY 10012, USA",ChIJycgQ649ZwokRzQaPtEoIO38,40.7270436,-73.9947447,null,social_club,http://zerobondny.com/
75412,Born and Raised,San Diego,"1909 India St, San Diego, CA 92101",ChIJ4yuqF7JU2YARcQmeuzO8iAE,32.7246680,-117.1684130,high,steak_house,http://bornandraisedsteak.com
70559,Madera,San Francisco Bay Area,"2825 Sand Hill Rd, Menlo Park, CA 94025",ChIJiUNAfPukj4AR5sxvOP_JPUA,37.4193006,-122.2121501,high,fine_dining_restaurant,https://www.rosewoodhotels.com/en/sand-hill-menlo-park
95158,Grand Banks,New York City,"West St, New York, NY 10013",ChIJh5KTK_ZZwokRSXHyzwhalo0,40.7202901,-74.0141132,null,park,https://www.hudsonriverpark.org/explore-the-park/locations/pier-25
99130,The Kingsway,New Orleans,"4201 Magazine St, New Orleans, LA 70115",ChIJf1SJlrilIIYRhcLd-Oa2XDQ,29.9211768,-90.0992812,high,restaurant,https://www.kingswaynola.com/
99241,Ishin,Atlanta,"1020 Spring St NW ST 801, Atlanta, GA 30309",ChIJRSuXatQF9YgRbMnq9QJ4ILM,33.7827160,-84.3895306,high,sushi_restaurant,http://www.ishinomakase.com/
40200,BlackSalt Restaurant,"Washington, DC","4883 MacArthur Blvd NW, Washington, DC 20007",ChIJg9NR4wu2t4kRyH0vH7jToiM,38.9179227,-77.0965109,medium,seafood_restaurant,https://www.blacksaltrestaurant.com/intro
96553,Ultreia,Denver,"1701 Wynkoop St #125, Denver, CO 80202",ChIJPQgXCsN4bIcR6RnbbBZmgms,39.7532211,-104.9998482,low,spanish_restaurant,http://ultreiadenver.com/
10576,Carbone,New York City,"181 Thompson St, New York, NY 10012",ChIJmSvG_ZFZwokRTOFeiLXzkmA,40.7280000,-74.0001497,high,italian_restaurant,http://carbonenewyork.com
98002,Traveling Mercies,Denver,null,ChIJXyW4Dcp7bIcR4WCpgUDKW38,39.7530479,-104.8773876,null,cocktail_bar,https://www.travelingmerciesbar.com/
70070,Empress by Boon,San Francisco Bay Area,"838 Grant Ave, San Francisco, CA 94108",ChIJgXxAUJOBhYARP1FmKyFr__A,37.7948433,-122.4063533,high,chinese_restaurant,https://www.theempresssf.com
70381,Colibrí Pop-up at Los Balcones,Los Angeles,"1360 Vine St, Los Angeles, CA 90028",ChIJi17OHDe_woARtMgCtG6EEiE,34.0960908,-118.3264397,low,peruvian_restaurant,http://losbalconesperu.com
23573,Gage and Tollner,New York City,"372 Fulton St, Brooklyn, NY 11201",ChIJwZz-LWlbwokR_hshOuzdrkw,40.6913400,-73.9878200,high,american_restaurant,https://gageandtollner.com
41560,Smuggler's Cove,San Francisco Bay Area,"650 Gough St, San Francisco, CA 94102",ChIJZYKHDZiAhYARXV0sNJgKAi8,37.7795727,-122.4233550,low,bar,http://smugglerscovesf.com
42262,Noz Market,New York City,null,ChIJdbHkHtJZwokRDWARlBEgBMA,40.7738220,-73.9579557,high,sushi_restaurant,https://www.nozmarket.com
67995,Meteora,Los Angeles,"6703 Melrose Ave, Los Angeles, CA 90038",ChIJ9-5CroC5woARfbFyVsudp1c,34.0837081,-118.3399396,null,restaurant,https://meteora.la/
41865,The Corner Store,New York City,"475 West Broadway, New York, NY 10012",ChIJMbcxxvJZwokRvp2omDp1nyw,40.7265680,-73.9998350,high,restaurant,http://thecornerstoresoho.com
68414,The Shota,San Francisco Bay Area,"115 Sansome St, San Francisco, CA 94104",ChIJAzG8hXmBhYARQ1Mw5xW5Lfo,37.7914251,-122.4010378,high,sushi_restaurant,https://www.theshotasf.com
108747,The Fifth Avenue Hotel,New York City,1 W 28th St,ChIJ4dl6S5lZwokRb4ibeAxtTjI,40.7445425,-73.9879543,null,hotel,https://www.thefifthavenuehotel.com/
40091,Demo,New York City,"34 Carmine St, New York, NY 10014",ChIJebeXnYRZwokRRFXk3Mc8Gjw,40.7299274,-74.0029971,high,restaurant,http://demowestvillage.com
66779,Ryla,Los Angeles,"1220 Hermosa Ave, Hermosa Beach, CA 90254",ChIJ0XOGcKuzwoAR7UuOyKmZ3XU,33.8627001,-118.3997198,medium,restaurant,http://www.eatryla.com
40479,El Quijote,New York City,"226 W 23rd St, New York, NY 10011",ChIJkZePoHtZwokR0FsTkwOF_lU,40.7445548,-73.9969304,low,spanish_restaurant,http://elquijoterestaurant.com
71068,Found Oyster,Los Angeles,"4880 Fountain Ave, Los Angeles, CA 90029",ChIJkfUoRk_HwoARyBuvtlImPoQ,34.0952365,-118.2958170,medium,restaurant,https://www.foundoyster.com/
67903,Late August,Houston,null,ChIJ8eV9CfW_QIYRvHvC5AeX56Y,29.7344783,-95.3821384,medium,new_american_restaurant,https://www.lateaugusthtx.com/
108743,The Moody Tongue Brewing Company,Chicago,"2515 S WABASH AVE, CHICAGO, IL 60616",ChIJEv9q3heFKRjZ8fpJAMNXy6t,41.8474201,-87.6252308,null,restaurant,http://www.moodytongue.com
11102,Jungsik,New York City,null,ChIJpSTN0R9awokRI29rK_SfbeA,40.7185910,-74.0088844,high,korean_restaurant,http://jungsik.com
73046,Compère Lapin,New Orleans,"535 Tchoupitoulas St, New Orleans, LA 70130",ChIJs42YVXKmIIYRYyvCTD-koFQ,29.9478867,-90.0673474,medium,creole_restaurant,http://comperelapin.com/
100415,le dräQ,Los Angeles,"118 East 4th St, Los Angeles, CA 90013",ChIJR2s0N0rGwoARscAlZYwChYQ,34.0484148,-118.2479281,null,food_and_drink,http://www.bar-ama.com/
99828,Restaurant Naides,San Francisco Bay Area,"708 Bush St, San Francisco, CA 94108, USA",ChIJzyIspeuBhYARUNRInz8tBdk,37.7902449,-122.4090880,null,restaurant,https://restaurantnaides.com/
98119,FnB Restaurant,Phoenix,"7125 E 5th Ave #31, Scottsdale, AZ 85251, United States",ChIJYSP9k70LK4cR8fzPnYeO70A,33.4979338,-111.9273782,high,american_restaurant,http://www.fnbrestaurant.com/
75107,Little Pearl,"Washington, DC","Carriage House, 921 Pennsylvania Ave. SE, Washington, DC 20003",ChIJZamGfTO4t4kRnjETn_wWEqM,38.8831584,-76.9935725,high,restaurant,https://www.littlepearldc.com
104931,Bar Avize,Atlanta,"956 Brady Ave NW, Atlanta, GA 30318",ChIJPXhfAFsF9YgRkzPe183UEl4,33.7808377,-84.4128349,low,bar,https://avizeatlanta.com/
76557,China Poblano by José Andrés,Las Vegas,null,ChIJT__BBTHEyIAR5eCgpVl6GnQ,36.1099462,-115.1753911,medium,restaurant,https://www.chinapoblano.com/
42200,Sushi Ikumi,New York City,"135 Sullivan St, New York, NY 10012",ChIJczHrvxxZwokRQP4sZs4ahxs,40.7266756,-74.0018095,high,sushi_restaurant,https://www.ikumi.nyc
41221,Octo Restaurant,New York City,"1 E 33rd St, New York, NY 10016",ChIJo5Z8DuZZwokR0VamSWa1LwE,40.7477830,-73.9848377,high,chinese_restaurant,https://www.octo.nyc
99425,Evviva,New Orleans,"2600 Dauphine St, New Orleans, LA 70117",ChIJRyVLVQCnIIYRvri5p-Z5Cxo,29.9656444,-90.0510472,null,restaurant,https://www.evvivanola.com/
70194,Orsa & Winston,Los Angeles,"FARMERS AND MERCHANTS BANK BUILDING, 122 4th St, Los Angeles, CA 90013",ChIJh9W-NkrGwoARmn2KQbXkdhg,34.0484248,-118.2480162,high,asian_fusion_restaurant,http://orsaandwinston.com
15252,Cafe Boulud,New York City,null,ChIJCcAxi5RYwokRdUqdw5_FHIk,40.7744400,-73.9639600,high,french_restaurant,https://www.cafeboulud.com/nyc
107824,Bubble Bath High Street Place,Boston,"100 High St, Boston, MA 02110",ChIJMRW46ctx44kRRcXlVs4ihUI,42.3543018,-71.0556402,low,wine_bar,https://www.bubblebathboston.com/bb-hsp
105747,PISCES Bar and Seafare,Las Vegas,null,ChIJe-IiujnFyIARz3rAFoSiZ9Q,36.1263057,-115.1675188,high,mediterranean_restaurant,https://www.wynnlasvegas.com/dining/fine-dining/pisces-bar-and-seafare
10738,Indochine,New York City,"430 Lafayette St, Ste A, New York, NY 10003",ChIJq6qqqppYwokRclAbhLgDbOE,40.7291700,-73.9922700,high,vietnamese_restaurant,http://www.indochinenyc.com
68501,Osteria Mozza,Los Angeles,"6602 Melrose Ave, Los Angeles, CA 90038",ChIJBacpEtO4woAR8TxewBOIolo,34.0832140,-118.3389700,high,italian_restaurant,https://www.osteriamozza.com/
40480,Hav & Mar,New York City,"245 11th Ave, New York, NY 10001",ChIJkzm4uVZZwokRpH8jUC56Ry4,40.7508432,-74.0055924,medium,restaurant,http://havandmar.com
108759,Warlord,Chicago,"3198 N MILWAUKEE AVE, CHICAGO, IL 60618",ChIJRZHMT1_ND4gRLCLV9oCWtEU,41.9386463,-87.7244229,medium,restaurant,http://www.warlordchicago.com
10514,ZZ's Clam Bar,New York City,"169 Thompson St, New York, NY 10012",ChIJyQXfAI5ZwokRmcMV_qjG7SI,40.7276880,-74.0004660,high,fine_dining_restaurant,https://www.majorfood.com/brands/the-clam-bar
93222,RockCreek Seafood & Spirits,Seattle,"4300 Fremont Ave N, Seattle, WA 98103, United States",ChIJ27JSH1MUkFQR1baxwA59nhk,47.6594856,-122.3496932,medium,seafood_restaurant,http://www.rockcreekseafood.com/
56632,Maison Nur,New York City,"217 Bowery, New York, NY 10002",ChIJO6E3s95ZwokRR5lkDlMI9LI,40.7217078,-73.9931319,high,french_restaurant,https://maisonnur.nyc
96208,Mara Restaurant and Bar,Minneapolis-Saint Paul,null,ChIJNe2tiHIzs1IRkvzI6nIMxt4,44.9812469,-93.2696381,high,mediterranean_restaurant,https://www.fourseasons.com/minneapolis/dining/restaurants/mara/?utm_source=google
102457,Four Seasons Hotel Miami,Miami,"1435 Brickell Ave, Miami, FL 33131",ChIJB4u6yIC22YgRSudXSqzWT0k,25.7589641,-80.1920843,null,hotel,https://www.fourseasons.com/miami/%3Futm_source%3Dgoogle%26utm_medium%3Dorganicsearch%26utm_campaign%3Dtor-mia-hre-mid-seo-na%26utm_content%3Dna-na%26utm_term%3Dna
69130,Bocadillo Market,Chicago,"1117 W Grand Ave, Chicago, IL 60642",ChIJDRwd-JDTD4gRKNFPB-JVFXE,41.8908973,-87.6553444,low,spanish_restaurant,http://www.bocadillomarket.com
76374,Sphere,Las Vegas,"255 Sands Ave, Las Vegas, NV 89169, United States",ChIJQ4t9gYLFyIAR71bgg5iKwUI,36.1212170,-115.1620404,null,event_venue,https://www.thesphere.com/shows/wizard-of-oz-experience?utm_source=google
98452,The Eighty Six,New York City,"86 Bedford St, New York, NY 10014",ChIJYe7ZKSFZwokR_b2xzZvc-4Q,40.7320801,-74.0051089,high,restaurant,https://www.the86.nyc
74002,Rustic Canyon,Los Angeles,"1119 Wilshire Blvd, Santa Monica, CA 90401",ChIJVSrXF8qkwoARXxeoyWyDrHk,34.0250795,-118.4913174,high,californian_restaurant,http://www.rusticcanyonrestaurant.com
40499,Frevo,New York City,"48 W 8th St, New York, NY 10011",ChIJL6-NTmBZwokRGacx3GWq3D0,40.7330117,-73.9987735,high,fine_dining_restaurant,http://frevonyc.com
95404,Balla Italian Soul,Las Vegas,"2535 S Las Vegas Blvd, Las Vegas, NV 89109",ChIJISF7HmfFyIARDEd0Pn7Dd8s,36.1431072,-115.1573547,medium,italian_restaurant,https://www.saharalasvegas.com/restaurants-bars/balla
41873,Sempre Oggi,New York City,"164 W 75th St, New York, NY 10023",ChIJ25ryEZ5ZwokRNUaYyZc52_8,40.7802763,-73.9798894,medium,italian_restaurant,http://semprenyc.com
94354,Lilia Comedor,"Portland, OR","422 NW 8th Ave, Portland, OR 97209",ChIJcfxUYwULlVQRlCW4srsrr_4,45.5263056,-122.6782917,high,pacific_northwest_restaurant_us,http://www.liliapdx.com/?utm_source=google
73749,Obélix,Chicago,"700 N Sedgwick St, Chicago, IL 60654",ChIJuS3rXR4tDogRfctqorJ8Qng,41.8949758,-87.6387334,high,french_restaurant,http://obelixchicago.com
41506,Pineapple and Pearls,"Washington, DC","715 8th St SE, Washington, DC 20003",ChIJYXzP0cy5t4kRCAgWebW88x0,38.8807081,-76.9951997,high,fine_dining_restaurant,http://pineappleandpearls.com
34573,Maple & Ash,Chicago,"8 W Maple St, Chicago, IL 60610",ChIJE8GjKE7TD4gR9CouUZM2Gis,41.9021131,-87.6286946,high,steak_house,http://www.mapleandash.com
7832,Wildair,New York City,"142 Orchard St, New York, NY 10002",ChIJfZsx0ClawokRCNMYMdZ_smg,40.7197230,-73.9891977,medium,american_restaurant,https://www.wildair.nyc
101823,"Beverly Wilshire, A Four Seasons Hotel",Los Angeles,"9500 Wilshire Blvd, Beverly Hills, CA 90212",ChIJz-22Hfm7woARmoLOmvYW4J0,34.0668765,-118.4004226,null,hotel,https://www.fourseasons.com/beverlywilshire/%3Futm_source%3Dgoogle%26utm_medium%3Dorganicsearch%26utm_campaign%3Dtor-bev-hre-mid-seo-na%26utm_content%3Dna-na%26utm_term%3Dna
104420,void,Chicago,"2937 N Milwaukee Ave, Chicago, IL 60618",ChIJbbOlipbND4gR-fXni60q5OI,41.9347766,-87.7164283,medium,restaurant,https://voidchicago.com/
74028,Napa Rose,Los Angeles,"1600 Disneyland Dr, Anaheim, CA 92802",ChIJvVJjgdjX3IAR3uv3fNQiuEs,33.8076943,-117.9215307,medium,californian_restaurant,https://disneyland.disney.go.com/grand-californian-hotel/napa-rose/?CMP=OKC-354372_GM_DLR_dining_naparose_NA
10539,Minetta Tavern,New York City,"113 Macdougal St, New York, NY 10012",ChIJeQcZlpFZwokRjoemq-_w9QA,40.7300048,-74.0006074,null,french_restaurant,http://www.minettatavernny.com
68694,Atlas,Atlanta,"88 W Paces Ferry Rd NW, Atlanta, GA 30305",ChIJC1jB5Y4F9YgRSA2D0d6UDJc,33.8400213,-84.3825719,high,new_american_restaurant,http://atlasrestaurant.com/
39954,Superbueno,New York City,"13 1st Ave., New York, NY 10003",ChIJbXN71WhZwokRNTk55-ScVWY,40.7234473,-73.9885737,low,bar,http://superbuenonyc.com
5562,Keens Steakhouse,New York City,"72 W 36th St, New York, NY 10018",ChIJ5804KalZwokRzGll2Rm7nag,40.7507100,-73.9865200,high,steak_house,http://www.keens.com
99273,High Steaks Vegas,Las Vegas,"3700 W Flamingo Rd, Las Vegas, NV 89103, United States",ChIJ___U_SDEyIARuYyT1sStDPw,36.1169233,-115.1857575,high,steak_house,https://highsteaks.vegas/
74003,Alexander's Steakhouse SF,San Francisco Bay Area,"165 O'Farrell St 3rd Floor, San Francisco, CA 94102, USA, CA 94102",ChIJVST7ANZ_j4ARbkYi2s36GQ8,37.7793031,-122.3956982,high,meal_takeaway,https://alexanderssteakhouse.com
108770,maie day,Austin,"1603 S Congress Ave, Austin, TX",ChIJEU9CXNq1RIYRWTv3dLfnxPU,30.2476381,-97.7500090,medium,steak_house,https://www.maieday.com
10497,Dante,New York City,"79-81 Macdougal St, New York, NY 10012",ChIJUw68EZJZwokRJ15RD_T4OTw,40.7287900,-74.0016500,medium,italian_restaurant,http://www.dante-nyc.com
42663,Clemente Bar,New York City,"11 Madison Ave, New York, NY 10010",ChIJ6UzR7c9ZwokRRO7pi5eXZIM,40.7416326,-73.9870711,medium,bar,https://www.clementebar.com
74066,Poppy & Seed,Los Angeles,"350 S Anaheim Blvd, Anaheim, CA 92805",ChIJVVWpsDrW3IARWQlzjBbdLVc,33.8324341,-117.9124737,high,fine_dining_restaurant,https://www.poppyandseedoc.com
40201,Corima,New York City,"3 Allen St, New York, NY 10002",ChIJgaiXlpNbwokRN0vlYTshs-c,40.7146854,-73.9931191,high,fine_dining_restaurant,http://corimanyc.com
72997,Knox Bistro,Dallas,"3230 Knox St #140, Dallas, TX 75205",ChIJRZ1y5iCfToYR-frpsEfGC-U,32.8238360,-96.7900068,medium,french_restaurant,https://knoxbistro.com/
75598,n/naka,Los Angeles,"3455 Overland Ave, Los Angeles, CA 90034",ChIJb7GeyDS6woAROVvLEUiLZEk,34.0251279,-118.4122016,high,kaiseki_restaurant,https://n-naka.com
108763,Sushi Nikkei - Bixby Knolls,Los Angeles,"3819 ATLANTIC AVE, LONG BEACH, CA 90807",ChIJWScCxpEz3YARs_wK6uTIcr4,33.8272272,-118.1855282,low,asian_fusion_restaurant,http://www.sushinikkei-la.com
41592,The Noortwyck,New York City,"289 Bleecker St, New York, NY 10014",ChIJ6wJ-in5ZwokRRuY3ZKS6BOA,40.7321673,-74.0032725,high,american_restaurant,http://thenoortwyck.com
2281,Casa Enrique,New York City,"5-48 49th Ave, Long Island City, NY 11101",ChIJv4bbdSNZwokRCgKfDGF8az8,40.7434043,-73.9543504,low,mexican_restaurant,https://www.henrinyc.com/casa-enrique.html
68467,OTOTO,Los Angeles,"1360 Allison Ave, Los Angeles, CA 90026",ChIJB5MRik3HwoARFvZmDC7gi2I,34.0728424,-118.2515592,medium,japanese_restaurant,http://www.ototo.la
94122,SW Steakhouse,Las Vegas,null,ChIJb7Qe8RTEyIARwcKw25b_33A,36.1262228,-115.1667299,high,steak_house,https://www.wynnlasvegas.com/dining/fine-dining/sw-steakhouse
71907,Little Bear,Atlanta,"71 Georgia Ave SE Unit A, Atlanta, GA 30312",ChIJnz5JKsYD9YgRYVyGgN7um_o,33.7366828,-84.3854586,medium,restaurant,https://littlebearatl.com/
39728,Jônt,"Washington, DC","1904 14th St NW, Washington, DC 20009",ChIJI_Nce0u3t4kRjBL-1l-nHs0,38.9158015,-77.0322171,high,fine_dining_restaurant,https://www.jontdc.com/
70555,Nikolai's Roof,Atlanta,"255 Courtland St NE, Atlanta, GA 30303",ChIJ__IuDHcE9YgRe8dWurzipec,33.7615690,-84.3835913,high,restaurant,http://nikolaisroofatl.com/?SEO_id=GMB-HH-R-ATLAHHH-1&y_source=1_MTU0MDUxNDItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
108774,Marc179 Bar & Grill,New York City,"179 W BROADWAY, NEW YORK, NY 10013",ChIJnZ5hBQBbwokROCzTHwcM9PM,40.7177649,-74.0072180,medium,restaurant,https://chefmarcmurphy.com/marc-179
39592,Mark's Off Madison,New York City,"41 Madison Ave, New York, NY 10010",ChIJ4c0uYh5ZwokRMrPmexnbPoY,40.7424407,-73.9865637,low,italian_restaurant,http://marksoffmadison.com
69402,Sukeban,New Orleans,"8126 Oak St, New Orleans, LA 70118",ChIJE_hgLAylIIYRSiWvC_-wHR0,29.9477804,-90.1304328,medium,izakaya_restaurant,http://barsukeban.com/
71923,Carbone Miami,Miami,"49 Collins Ave, Miami Beach, FL 33139",ChIJO00l3z212YgRMR2YmhbLEVE,25.7692319,-80.1339071,null,italian_restaurant,https://www.carbonemiami.com/?utm_medium=Click&utm_source=GoogleMyBusiness
70708,Park's BBQ,Los Angeles,"955 S Vermont Ave G, Los Angeles, CA 90006",ChIJj6arSYLHwoAROfRRqiOfX2s,34.0539567,-118.2920580,high,korean_barbecue_restaurant,http://www.parksbbq.com
41777,Essential by Christophe,New York City,"103 W 77th St, New York, NY 10024",ChIJw6JyhoxZwokR3mKl4FLg5rM,40.7809576,-73.9766017,high,french_restaurant,http://essentialbychristophe.com
68402,Musso & Frank Grill,Los Angeles,"6667 Hollywood Blvd, Hollywood, CA 90028",ChIJaZ3OWSO_woARSF1VduqxGgY,34.1017527,-118.3353610,null,american_restaurant,http://www.mussoandfrank.com
4331,Monkey Bar,New York City,"60 E 54th St, New York, NY 10022",ChIJm9ZmFPtYwokR4GjMlk_y7Fg,40.7599320,-73.9732160,medium,american_restaurant,http://monkeybarnewyork.com
108087,Sushi by Scratch Restaurants: Denver,Denver,"1441 Larimer St, Denver, CO 80202",ChIJxWLfaZV5bIcRn4jgQSvB75o,39.7481377,-104.9993341,high,sushi_restaurant,https://www.sushibyscratchrestaurants.com/denver
14430,The William Vale,New York City,"111 N 12th St, Williamsburg, Brooklyn, NY 11249",ChIJT0OO0UJZwokRDV4t1oFOrso,40.7222796,-73.9571206,medium,hotel,https://www.thewilliamvale.com
41909,Kyoten Next Door,Chicago,"2513 W Armitage Ave, Chicago, IL 60647",ChIJEds1-4bTD4gRjPBicSC6ugM,41.9171879,-87.6900770,high,sushi_restaurant,http://kyotenchicago.com/kyoten-next-door-now-open
95264,Restaurant Olivia,Denver,"290 S Downing St, Denver, CO 80209",ChIJhX90ku9-bIcRdBE6VQRav6g,39.7112580,-104.9731800,high,italian_restaurant,https://www.oliviadenver.com/
40202,Indienne,Chicago,"217 W Huron St, Chicago, IL 60654",ChIJgaWIsk8tDogRXfsAkui5JOM,41.8945578,-87.6350620,high,fine_dining_restaurant,https://www.indiennechicago.com/
9860,Portale,New York City,"126 W 18th St, New York, NY 10011",ChIJ-TuoLitZwokRgQRHmUGEgyY,40.7402600,-73.9962300,null,italian_restaurant,https://www.portalerestaurant.com
71972,Noodle in a Haystack,San Francisco Bay Area,"4601 Geary Blvd, San Francisco, CA 94118",ChIJo6iy1GCHhYARYymaXv1hw44,37.7806610,-122.4687255,high,japanese_restaurant,http://noodleinhaystack.com
